"Date" "NHSBoard" "TotalAttendances" "Within4Hours" "Over4Hours" "Over8Hours" "Over12Hours"
"1209" 2014-09-30 "NHS Forth Valley" 6923 6422 501 52 7
"1210" 2014-09-30 "NHS Grampian" 12462 11789 673 52 0
"1211" 2014-09-30 "NHS Greater Glasgow & Clyde" 39295 35966 3329 202 17
"1212" 2014-09-30 "NHS Highland" 8812 8563 249 6 1
"1213" 2014-09-30 "NHS Lanarkshire" 16267 14353 1914 306 95
"1214" 2014-09-30 "NHS Lothian" 22307 20941 1366 147 23
"1215" 2014-09-30 "NHS Orkney" 439 436 3 0 0
"1216" 2014-09-30 "NHS Shetland" 675 647 28 2 0
"1217" 2014-09-30 "NHS Tayside" 9515 9407 108 0 0
"1218" 2014-09-30 "NHS Western Isles" 660 651 9 0 0
"1219" 2014-10-31 "NHS Ayrshire & Arran" 9909 9107 802 60 8
"1220" 2014-10-31 "NHS Borders" 2266 2192 74 2 0
"1221" 2014-10-31 "NHS Dumfries & Galloway" 3842 3684 158 1 0
"1222" 2014-10-31 "NHS Fife" 7146 6546 600 68 4
"1223" 2014-10-31 "NHS Forth Valley" 6312 5758 554 67 13
"1224" 2014-10-31 "NHS Grampian" 11072 10359 713 88 8
"1225" 2014-10-31 "NHS Greater Glasgow & Clyde" 37529 33478 4051 319 27
"1226" 2014-10-31 "NHS Highland" 7751 7500 251 6 0
"1227" 2014-10-31 "NHS Lanarkshire" 15448 13444 2004 341 92
"1228" 2014-10-31 "NHS Lothian" 21550 19968 1582 178 14
"1229" 2014-10-31 "NHS Orkney" 401 399 2 0 0
"1230" 2014-10-31 "NHS Shetland" 598 566 32 1 0
"1231" 2014-10-31 "NHS Tayside" 9008 8939 69 1 0
"1232" 2014-10-31 "NHS Western Isles" 631 614 17 0 0
"1233" 2014-11-30 "NHS Ayrshire & Arran" 9643 8806 837 81 6
"1234" 2014-11-30 "NHS Borders" 2077 2031 46 3 0
"1235" 2014-11-30 "NHS Dumfries & Galloway" 3649 3556 93 0 0
"1236" 2014-11-30 "NHS Fife" 6815 6485 330 24 0
"1237" 2014-11-30 "NHS Forth Valley" 6004 5546 458 29 0
"1238" 2014-11-30 "NHS Grampian" 11032 10483 549 46 2
"1239" 2014-11-30 "NHS Greater Glasgow & Clyde" 37584 33233 4351 375 5
"1240" 2014-11-30 "NHS Highland" 7413 7245 168 12 1
"1241" 2014-11-30 "NHS Lanarkshire" 15061 12497 2564 508 122
"1242" 2014-11-30 "NHS Lothian" 21321 20087 1234 99 12
"1243" 2014-11-30 "NHS Orkney" 392 390 2 0 0
"1244" 2014-11-30 "NHS Shetland" 566 549 17 0 0
"1245" 2014-11-30 "NHS Tayside" 8805 8719 86 1 0
"1246" 2014-11-30 "NHS Western Isles" 579 571 8 0 0
"1247" 2014-12-31 "NHS Ayrshire & Arran" 9678 8662 1016 174 61
"1248" 2014-12-31 "NHS Borders" 2378 2167 211 14 3
"1249" 2014-12-31 "NHS Dumfries & Galloway" 3684 3580 104 1 0
"1250" 2014-12-31 "NHS Fife" 6860 6238 622 89 10
"1251" 2014-12-31 "NHS Forth Valley" 5876 4948 928 193 31
"1252" 2014-12-31 "NHS Grampian" 11275 10642 633 25 0
"1253" 2014-12-31 "NHS Greater Glasgow & Clyde" 36116 30511 5605 716 40
"1254" 2014-12-31 "NHS Highland" 7238 7012 226 6 2
"1255" 2014-12-31 "NHS Lanarkshire" 14667 12685 1982 303 39
"1256" 2014-12-31 "NHS Lothian" 21210 19595 1615 195 16
"1257" 2014-12-31 "NHS Orkney" 419 414 5 0 0
"1258" 2014-12-31 "NHS Shetland" 582 571 11 0 0
"1259" 2014-12-31 "NHS Tayside" 8699 8597 102 1 0
"1260" 2014-12-31 "NHS Western Isles" 573 556 17 0 0
"1261" 2015-01-31 "NHS Ayrshire & Arran" 9713 7975 1738 292 70
"1262" 2015-01-31 "NHS Borders" 2357 2127 230 7 0
"1263" 2015-01-31 "NHS Dumfries & Galloway" 3682 3537 145 5 0
"1264" 2015-01-31 "NHS Fife" 6808 6307 501 97 15
"1265" 2015-01-31 "NHS Forth Valley" 5881 5234 647 148 33
"1266" 2015-01-31 "NHS Grampian" 11375 10228 1147 137 24
"1267" 2015-01-31 "NHS Greater Glasgow & Clyde" 36149 28875 7274 1486 301
"1268" 2015-01-31 "NHS Highland" 7335 7103 232 9 1
"1269" 2015-01-31 "NHS Lanarkshire" 15051 13090 1961 450 130
"1270" 2015-01-31 "NHS Lothian" 20698 18052 2646 579 129
"1271" 2015-01-31 "NHS Orkney" 406 402 4 0 0
"1272" 2015-01-31 "NHS Shetland" 691 676 15 0 0
"1273" 2015-01-31 "NHS Tayside" 8415 8347 68 3 0
"1274" 2015-01-31 "NHS Western Isles" 647 631 16 1 0
"1275" 2015-02-28 "NHS Ayrshire & Arran" 8809 7283 1526 243 53
"1276" 2015-02-28 "NHS Borders" 2190 2002 188 5 0
"1277" 2015-02-28 "NHS Dumfries & Galloway" 3461 3263 198 5 0
"1278" 2015-02-28 "NHS Fife" 6698 6082 616 96 10
"1279" 2015-02-28 "NHS Forth Valley" 5536 5298 238 13 2
"1280" 2015-02-28 "NHS Grampian" 10530 9656 874 142 18
"1281" 2015-02-28 "NHS Greater Glasgow & Clyde" 33945 27008 6937 1427 322
"1282" 2015-02-28 "NHS Highland" 6869 6639 230 13 2
"1283" 2015-02-28 "NHS Lanarkshire" 14312 12239 2073 508 190
"1284" 2015-02-28 "NHS Lothian" 19432 17802 1630 298 63
"1285" 2015-02-28 "NHS Orkney" 353 342 11 0 0
"1286" 2015-02-28 "NHS Shetland" 573 560 13 0 0
"1287" 2015-02-28 "NHS Tayside" 8002 7936 66 2 0
"1288" 2015-02-28 "NHS Western Isles" 561 546 15 1 0
"1289" 2015-03-31 "NHS Ayrshire & Arran" 10266 9017 1249 150 32
"1290" 2015-03-31 "NHS Borders" 2515 2308 207 7 0
"1291" 2015-03-31 "NHS Dumfries & Galloway" 3958 3830 128 3 0
"1292" 2015-03-31 "NHS Fife" 7543 6979 564 109 15
"1293" 2015-03-31 "NHS Forth Valley" 6566 6148 418 27 0
"1294" 2015-03-31 "NHS Grampian" 11964 11361 603 47 2
"1295" 2015-03-31 "NHS Greater Glasgow & Clyde" 38243 33860 4383 297 8
"1296" 2015-03-31 "NHS Highland" 8011 7803 208 5 0
"1297" 2015-03-31 "NHS Lanarkshire" 15882 14580 1302 180 28
"1298" 2015-03-31 "NHS Lothian" 22006 20388 1618 232 29
"1299" 2015-03-31 "NHS Orkney" 391 390 1 0 0
"1300" 2015-03-31 "NHS Shetland" 654 636 18 0 0
"1301" 2015-03-31 "NHS Tayside" 8952 8891 61 1 0
"1302" 2015-03-31 "NHS Western Isles" 609 603 6 0 0
"1303" 2015-04-30 "NHS Ayrshire & Arran" 9901 8738 1163 145 27
"1304" 2015-04-30 "NHS Borders" 2444 2324 120 2 0
"1305" 2015-04-30 "NHS Dumfries & Galloway" 3806 3661 145 6 0
"1306" 2015-04-30 "NHS Fife" 7540 7173 367 43 12
"1307" 2015-04-30 "NHS Forth Valley" 6488 6085 403 5 0
"1308" 2015-04-30 "NHS Grampian" 11377 10863 514 35 1
"1309" 2015-04-30 "NHS Greater Glasgow & Clyde" 37064 33329 3735 209 1
"1310" 2015-04-30 "NHS Highland" 8202 7989 213 6 0
"1311" 2015-04-30 "NHS Lanarkshire" 15420 13922 1498 215 65
"1312" 2015-04-30 "NHS Lothian" 21165 19809 1356 170 28
"1313" 2015-04-30 "NHS Orkney" 409 400 9 0 0
"1314" 2015-04-30 "NHS Shetland" 621 603 18 1 1
"1315" 2015-04-30 "NHS Tayside" 9549 9442 107 1 1
"1316" 2015-04-30 "NHS Western Isles" 712 693 19 2 0
"1317" 2015-05-31 "NHS Ayrshire & Arran" 10553 9366 1187 114 21
"1318" 2015-05-31 "NHS Borders" 2549 2464 85 1 0
"1319" 2015-05-31 "NHS Dumfries & Galloway" 4070 3959 111 3 0
"1320" 2015-05-31 "NHS Fife" 7795 7621 174 5 0
"1321" 2015-05-31 "NHS Forth Valley" 6732 6242 490 30 0
"1322" 2015-05-31 "NHS Grampian" 11767 11336 431 18 1
"1323" 2015-05-31 "NHS Greater Glasgow & Clyde" 36383 32952 3431 248 2
"1324" 2015-05-31 "NHS Highland" 8870 8560 310 20 0
"1325" 2015-05-31 "NHS Lanarkshire" 16085 14701 1384 251 106
"1326" 2015-05-31 "NHS Lothian" 21735 20448 1287 172 39
"1327" 2015-05-31 "NHS Orkney" 483 474 9 1 0
"1328" 2015-05-31 "NHS Shetland" 674 662 12 1 1
"1329" 2015-05-31 "NHS Tayside" 9640 9564 76 0 0
"1330" 2015-05-31 "NHS Western Isles" 730 724 6 0 0
"1331" 2015-06-30 "NHS Ayrshire & Arran" 10423 9589 834 71 11
"1332" 2015-06-30 "NHS Borders" 2449 2366 83 0 0
"1333" 2015-06-30 "NHS Dumfries & Galloway" 4006 3905 101 0 0
"1334" 2015-06-30 "NHS Fife" 8009 7781 228 20 0
"1335" 2015-06-30 "NHS Forth Valley" 6838 6381 457 17 0
"1336" 2015-06-30 "NHS Grampian" 12063 11549 514 28 0
"1337" 2015-06-30 "NHS Greater Glasgow & Clyde" 33655 30904 2751 137 8
"1338" 2015-06-30 "NHS Highland" 8607 8413 194 6 0
"1339" 2015-06-30 "NHS Lanarkshire" 16035 14858 1177 162 31
"1340" 2015-06-30 "NHS Lothian" 21548 20408 1140 135 31
"1341" 2015-06-30 "NHS Orkney" 498 494 4 1 0
"1342" 2015-06-30 "NHS Shetland" 639 613 26 2 0
"1343" 2015-06-30 "NHS Tayside" 9253 9133 120 0 0
"1344" 2015-06-30 "NHS Western Isles" 719 709 10 0 0
"1345" 2015-07-31 "NHS Ayrshire & Arran" 10283 9824 459 32 7
"1346" 2015-07-31 "NHS Borders" 2232 2171 61 1 0
"1347" 2015-07-31 "NHS Dumfries & Galloway" 4136 4033 103 0 0
"1348" 2015-07-31 "NHS Fife" 7529 7412 117 2 0
"1349" 2015-07-31 "NHS Forth Valley" 6440 6035 405 25 0
"1350" 2015-07-31 "NHS Grampian" 11585 11244 341 6 0
"1351" 2015-07-31 "NHS Greater Glasgow & Clyde" 32852 31275 1577 27 0
"1352" 2015-07-31 "NHS Highland" 9310 9108 202 4 0
"1353" 2015-07-31 "NHS Lanarkshire" 15666 14822 844 75 7
"1354" 2015-07-31 "NHS Lothian" 20640 19384 1256 227 60
"1355" 2015-07-31 "NHS Orkney" 537 521 16 1 0
"1356" 2015-07-31 "NHS Shetland" 665 639 26 0 0
"1357" 2015-07-31 "NHS Tayside" 9244 9170 74 2 0
"1358" 2015-07-31 "NHS Western Isles" 803 794 9 0 0
"1359" 2015-08-31 "NHS Ayrshire & Arran" 10617 10106 511 25 2
"1360" 2015-08-31 "NHS Borders" 2479 2399 80 1 0
"1361" 2015-08-31 "NHS Dumfries & Galloway" 4254 4167 87 2 0
"1362" 2015-08-31 "NHS Fife" 8092 7873 219 11 0
"1363" 2015-08-31 "NHS Forth Valley" 6896 6639 257 4 0
"1364" 2015-08-31 "NHS Grampian" 12695 12173 522 14 0
"1365" 2015-08-31 "NHS Greater Glasgow & Clyde" 35943 33816 2127 47 1
"1366" 2015-08-31 "NHS Highland" 9688 9412 276 13 2
"1367" 2015-08-31 "NHS Lanarkshire" 16982 15660 1322 147 9
"1368" 2015-08-31 "NHS Lothian" 22706 21457 1249 134 18
"1369" 2015-08-31 "NHS Orkney" 499 492 7 0 0
"1370" 2015-08-31 "NHS Shetland" 680 638 42 3 0
"1371" 2015-08-31 "NHS Tayside" 9710 9633 77 0 0
"1372" 2015-08-31 "NHS Western Isles" 834 826 8 0 0
"1373" 2015-09-30 "NHS Ayrshire & Arran" 10498 9709 789 74 7
"1374" 2015-09-30 "NHS Borders" 2412 2335 77 1 0
"1375" 2015-09-30 "NHS Dumfries & Galloway" 4009 3912 97 0 0
"1376" 2015-09-30 "NHS Fife" 7768 7554 214 9 0
"1377" 2015-09-30 "NHS Forth Valley" 6902 6556 346 11 0
"1378" 2015-09-30 "NHS Grampian" 12044 11730 314 8 0
"1379" 2015-09-30 "NHS Greater Glasgow & Clyde" 34965 33094 1871 67 0
"1380" 2015-09-30 "NHS Highland" 8690 8512 178 7 0
"1381" 2015-09-30 "NHS Lanarkshire" 16276 15417 859 71 0
"1382" 2015-09-30 "NHS Lothian" 22456 21109 1347 258 92
"1383" 2015-09-30 "NHS Orkney" 471 458 13 1 0
"1384" 2015-09-30 "NHS Shetland" 601 588 13 0 0
"1385" 2015-09-30 "NHS Tayside" 9227 9065 162 0 0
"1386" 2015-09-30 "NHS Western Isles" 748 745 3 0 0
"1387" 2015-10-31 "NHS Ayrshire & Arran" 10227 9176 1051 121 19
"1388" 2015-10-31 "NHS Borders" 2494 2398 96 2 0
"1389" 2015-10-31 "NHS Dumfries & Galloway" 3899 3802 97 0 0
"1390" 2015-10-31 "NHS Fife" 7478 7275 203 8 0
"1391" 2015-10-31 "NHS Forth Valley" 6472 6190 282 17 0
"1392" 2015-10-31 "NHS Grampian" 11152 10817 335 8 0
"1393" 2015-10-31 "NHS Greater Glasgow & Clyde" 34700 32079 2621 101 0
"1394" 2015-10-31 "NHS Highland" 8050 7899 151 1 0
"1395" 2015-10-31 "NHS Lanarkshire" 15860 14918 942 111 16
"1396" 2015-10-31 "NHS Lothian" 22054 20820 1234 158 41
"1397" 2015-10-31 "NHS Orkney" 445 437 8 0 0
"1398" 2015-10-31 "NHS Shetland" 619 608 11 0 0
"1399" 2015-10-31 "NHS Tayside" 8917 8846 71 0 0
"1400" 2015-10-31 "NHS Western Isles" 648 645 3 0 0
"1401" 2015-11-30 "NHS Ayrshire & Arran" 9766 8976 790 106 30
"1402" 2015-11-30 "NHS Borders" 2199 2141 58 2 0
"1403" 2015-11-30 "NHS Dumfries & Galloway" 3586 3493 93 0 0
"1404" 2015-11-30 "NHS Fife" 7068 6787 281 26 2
"1405" 2015-11-30 "NHS Forth Valley" 6285 6017 268 2 0
"1406" 2015-11-30 "NHS Grampian" 11149 10816 333 7 0
"1407" 2015-11-30 "NHS Greater Glasgow & Clyde" 33159 31256 1903 54 2
"1408" 2015-11-30 "NHS Highland" 7435 7162 273 7 0
"1409" 2015-11-30 "NHS Lanarkshire" 15248 14276 972 98 13
"1410" 2015-11-30 "NHS Lothian" 21741 20325 1416 273 126
"1411" 2015-11-30 "NHS Orkney" 402 393 9 1 1
"1412" 2015-11-30 "NHS Shetland" 563 557 6 0 0
"1413" 2015-11-30 "NHS Tayside" 8331 8222 109 1 0
"1414" 2015-11-30 "NHS Western Isles" 591 587 4 0 0
"1415" 2015-12-31 "NHS Ayrshire & Arran" 9934 9676 258 15 1
"1416" 2015-12-31 "NHS Borders" 1980 1922 58 1 0
"1417" 2015-12-31 "NHS Dumfries & Galloway" 3821 3674 147 0 0
"1418" 2015-12-31 "NHS Fife" 6760 6547 213 5 0
"1419" 2015-12-31 "NHS Forth Valley" 6132 5999 133 3 0
"1420" 2015-12-31 "NHS Grampian" 10749 10390 359 9 0
"1421" 2015-12-31 "NHS Greater Glasgow & Clyde" 32433 30477 1956 41 0
"1422" 2015-12-31 "NHS Highland" 7459 7246 213 15 4
"1423" 2015-12-31 "NHS Lanarkshire" 15045 13812 1233 185 36
"1424" 2015-12-31 "NHS Lothian" 20858 19221 1637 355 100
"1425" 2015-12-31 "NHS Orkney" 439 434 5 1 0
"1426" 2015-12-31 "NHS Shetland" 622 590 32 0 0
"1427" 2015-12-31 "NHS Tayside" 8347 8250 97 1 0
"1428" 2015-12-31 "NHS Western Isles" 617 607 10 0 0
"1429" 2016-01-31 "NHS Ayrshire & Arran" 9875 8977 898 172 40
"1430" 2016-01-31 "NHS Borders" 2099 2034 65 1 0
"1431" 2016-01-31 "NHS Dumfries & Galloway" 4022 3783 239 5 0
"1432" 2016-01-31 "NHS Fife" 7117 6700 417 61 13
"1433" 2016-01-31 "NHS Forth Valley" 6379 5956 423 40 0
"1434" 2016-01-31 "NHS Grampian" 10903 10499 404 16 0
"1435" 2016-01-31 "NHS Greater Glasgow & Clyde" 33412 30014 3398 364 22
"1436" 2016-01-31 "NHS Highland" 7629 7339 290 13 0
"1437" 2016-01-31 "NHS Lanarkshire" 16078 14242 1836 336 116
"1438" 2016-01-31 "NHS Lothian" 21894 19378 2516 626 231
"1439" 2016-01-31 "NHS Orkney" 457 449 8 0 0
"1440" 2016-01-31 "NHS Shetland" 607 581 26 1 0
"1441" 2016-01-31 "NHS Tayside" 8425 8330 95 0 0
"1442" 2016-01-31 "NHS Western Isles" 623 618 5 0 0
"1443" 2016-02-29 "NHS Ayrshire & Arran" 9824 8876 948 164 39
"1444" 2016-02-29 "NHS Borders" 2071 1973 98 0 0
"1445" 2016-02-29 "NHS Dumfries & Galloway" 3657 3477 180 6 0
"1446" 2016-02-29 "NHS Fife" 7233 6934 299 35 3
"1447" 2016-02-29 "NHS Forth Valley" 6293 5919 374 17 0
"1448" 2016-02-29 "NHS Grampian" 10988 10583 405 8 0
"1449" 2016-02-29 "NHS Greater Glasgow & Clyde" 33337 30882 2455 140 4
"1450" 2016-02-29 "NHS Highland" 7567 7221 346 24 2
"1451" 2016-02-29 "NHS Lanarkshire" 15415 14217 1198 125 34
"1452" 2016-02-29 "NHS Lothian" 21501 18930 2571 562 187
"1453" 2016-02-29 "NHS Orkney" 403 399 4 0 0
"1454" 2016-02-29 "NHS Shetland" 603 564 39 1 0
"1455" 2016-02-29 "NHS Tayside" 8316 8226 90 3 0
"1456" 2016-02-29 "NHS Western Isles" 604 598 6 0 0
"1457" 2016-03-31 "NHS Ayrshire & Arran" 11459 10446 1013 133 26
"1458" 2016-03-31 "NHS Borders" 2745 2604 141 2 0
"1459" 2016-03-31 "NHS Dumfries & Galloway" 4396 4146 250 9 0
"1460" 2016-03-31 "NHS Fife" 7991 7634 357 19 0
"1461" 2016-03-31 "NHS Forth Valley" 7284 6704 580 24 7
"1462" 2016-03-31 "NHS Grampian" 12177 11697 480 17 1
"1463" 2016-03-31 "NHS Greater Glasgow & Clyde" 37592 34038 3554 153 1
"1464" 2016-03-31 "NHS Highland" 8845 8576 269 14 1
"1465" 2016-03-31 "NHS Lanarkshire" 17414 15997 1417 174 35
"1466" 2016-03-31 "NHS Lothian" 23700 21827 1873 410 156
"1467" 2016-03-31 "NHS Orkney" 496 490 6 0 0
"1468" 2016-03-31 "NHS Shetland" 607 586 21 1 0
"1469" 2016-03-31 "NHS Tayside" 9459 9385 74 2 0
"1470" 2016-03-31 "NHS Western Isles" 747 743 4 0 0
"1471" 2016-04-30 "NHS Ayrshire & Arran" 10250 9601 649 108 37
"1472" 2016-04-30 "NHS Borders" 2541 2411 130 1 0
"1473" 2016-04-30 "NHS Dumfries & Galloway" 3978 3806 172 1 0
"1474" 2016-04-30 "NHS Fife" 7265 6988 277 15 1
"1475" 2016-04-30 "NHS Forth Valley" 6499 6213 286 30 1
"1476" 2016-04-30 "NHS Grampian" 10797 10436 361 9 0
"1477" 2016-04-30 "NHS Greater Glasgow & Clyde" 34146 32049 2097 57 0
"1478" 2016-04-30 "NHS Highland" 8024 7823 201 0 0
"1479" 2016-04-30 "NHS Lanarkshire" 16200 15433 767 39 2
"1480" 2016-04-30 "NHS Lothian" 21624 20208 1416 307 117
"1481" 2016-04-30 "NHS Orkney" 482 479 3 0 0
"1482" 2016-04-30 "NHS Shetland" 588 541 47 0 0
"1483" 2016-04-30 "NHS Tayside" 8664 8596 68 1 0
"1484" 2016-04-30 "NHS Western Isles" 693 691 2 0 0
"1485" 2016-05-31 "NHS Ayrshire & Arran" 10691 10176 515 46 6
"1486" 2016-05-31 "NHS Borders" 2895 2697 198 2 0
"1487" 2016-05-31 "NHS Dumfries & Galloway" 4422 4278 144 3 0
"1488" 2016-05-31 "NHS Fife" 8473 8103 370 26 0
"1489" 2016-05-31 "NHS Forth Valley" 7501 6941 560 30 0
"1490" 2016-05-31 "NHS Grampian" 12706 12297 409 7 0
"1491" 2016-05-31 "NHS Greater Glasgow & Clyde" 38558 35606 2952 110 2
"1492" 2016-05-31 "NHS Highland" 9475 9226 249 4 0
"1493" 2016-05-31 "NHS Lanarkshire" 17889 16830 1059 64 11
"1494" 2016-05-31 "NHS Lothian" 24114 22513 1601 278 61
"1495" 2016-05-31 "NHS Orkney" 522 509 13 1 0
"1496" 2016-05-31 "NHS Shetland" 672 645 27 2 0
"1497" 2016-05-31 "NHS Tayside" 9881 9774 107 1 0
"1498" 2016-05-31 "NHS Western Isles" 715 714 1 0 0
"1499" 2016-06-30 "NHS Ayrshire & Arran" 10460 9834 626 92 21
"1500" 2016-06-30 "NHS Borders" 2614 2540 74 1 0
"1501" 2016-06-30 "NHS Dumfries & Galloway" 4274 4136 138 3 0
"1502" 2016-06-30 "NHS Fife" 7876 7654 222 10 0
"1503" 2016-06-30 "NHS Forth Valley" 6746 6467 279 7 0
"1504" 2016-06-30 "NHS Grampian" 11648 11327 321 4 0
"1505" 2016-06-30 "NHS Greater Glasgow & Clyde" 35743 33715 2028 62 0
"1506" 2016-06-30 "NHS Highland" 9401 9196 205 5 1
"1507" 2016-06-30 "NHS Lanarkshire" 16903 15916 987 70 1
"1508" 2016-06-30 "NHS Lothian" 22445 21443 1002 113 28
"1509" 2016-06-30 "NHS Orkney" 519 507 12 0 0
"1510" 2016-06-30 "NHS Shetland" 699 660 39 0 0
"1511" 2016-06-30 "NHS Tayside" 9144 9081 63 1 0
"1512" 2016-06-30 "NHS Western Isles" 816 811 5 0 0
"1513" 2016-07-31 "NHS Ayrshire & Arran" 9941 9370 571 79 6
"1514" 2016-07-31 "NHS Borders" 2587 2501 86 3 0
"1515" 2016-07-31 "NHS Dumfries & Galloway" 4399 4303 96 6 0
"1516" 2016-07-31 "NHS Fife" 7517 7326 191 3 0
"1517" 2016-07-31 "NHS Forth Valley" 6550 6374 176 1 0
"1518" 2016-07-31 "NHS Grampian" 11805 11422 383 10 0
"1519" 2016-07-31 "NHS Greater Glasgow & Clyde" 34075 31691 2384 81 2
"1520" 2016-07-31 "NHS Highland" 9360 9136 224 1 0
"1521" 2016-07-31 "NHS Lanarkshire" 16323 15379 944 65 9
"1522" 2016-07-31 "NHS Lothian" 21394 20782 612 38 2
"1523" 2016-07-31 "NHS Orkney" 547 536 11 0 0
"1524" 2016-07-31 "NHS Shetland" 665 636 29 0 0
"1525" 2016-07-31 "NHS Tayside" 9469 9426 43 0 0
"1526" 2016-07-31 "NHS Western Isles" 889 886 3 0 0
"1527" 2016-08-31 "NHS Ayrshire & Arran" 10370 9738 632 66 16
"1528" 2016-08-31 "NHS Borders" 2733 2578 155 6 0
"1529" 2016-08-31 "NHS Dumfries & Galloway" 4501 4285 216 2 0
"1530" 2016-08-31 "NHS Fife" 8139 7855 284 11 0
"1531" 2016-08-31 "NHS Forth Valley" 6855 6524 331 4 0
"1532" 2016-08-31 "NHS Grampian" 12045 11658 387 7 0
"1533" 2016-08-31 "NHS Greater Glasgow & Clyde" 36618 33978 2640 48 0
"1534" 2016-08-31 "NHS Highland" 10009 9633 376 19 0
"1535" 2016-08-31 "NHS Lanarkshire" 16908 15896 1012 47 3
"1536" 2016-08-31 "NHS Lothian" 23305 22014 1291 178 44
"1537" 2016-08-31 "NHS Orkney" 512 500 12 0 0
"1538" 2016-08-31 "NHS Shetland" 603 577 26 2 0
"1539" 2016-08-31 "NHS Tayside" 9562 9428 134 1 0
"1540" 2016-08-31 "NHS Western Isles" 779 776 3 0 0
"1541" 2016-09-30 "NHS Ayrshire & Arran" 10243 9595 648 80 15
"1542" 2016-09-30 "NHS Borders" 2680 2548 132 3 0
"1543" 2016-09-30 "NHS Dumfries & Galloway" 3990 3809 181 4 0
"1544" 2016-09-30 "NHS Fife" 8140 7779 361 20 0
"1545" 2016-09-30 "NHS Forth Valley" 6684 6407 277 3 0
"1546" 2016-09-30 "NHS Grampian" 12330 11800 530 11 0
"1547" 2016-09-30 "NHS Greater Glasgow & Clyde" 35928 33898 2030 35 1
"1548" 2016-09-30 "NHS Highland" 9168 8931 237 7 2
"1549" 2016-09-30 "NHS Lanarkshire" 17091 15954 1137 124 38
"1550" 2016-09-30 "NHS Lothian" 23479 21903 1576 254 83
"1551" 2016-09-30 "NHS Orkney" 514 508 6 0 0
"1552" 2016-09-30 "NHS Shetland" 644 612 32 0 0
"1553" 2016-09-30 "NHS Tayside" 9488 9381 107 1 0
"1554" 2016-09-30 "NHS Western Isles" 726 718 8 0 0
"1555" 2016-10-31 "NHS Ayrshire & Arran" 9911 9087 824 161 44
"1556" 2016-10-31 "NHS Borders" 2592 2472 120 0 0
"1557" 2016-10-31 "NHS Dumfries & Galloway" 4063 3874 189 1 0
"1558" 2016-10-31 "NHS Fife" 7314 6939 375 23 0
"1559" 2016-10-31 "NHS Forth Valley" 6580 6163 417 62 0
"1560" 2016-10-31 "NHS Grampian" 11276 10735 541 10 1
"1561" 2016-10-31 "NHS Greater Glasgow & Clyde" 36170 33662 2508 65 0
"1562" 2016-10-31 "NHS Highland" 8264 8049 215 9 1
"1563" 2016-10-31 "NHS Lanarkshire" 16707 15332 1375 142 39
"1564" 2016-10-31 "NHS Lothian" 23101 21522 1579 267 63
"1565" 2016-10-31 "NHS Orkney" 431 423 8 1 0
"1566" 2016-10-31 "NHS Shetland" 581 562 19 0 0
"1567" 2016-10-31 "NHS Tayside" 9032 8904 128 1 0
"1568" 2016-10-31 "NHS Western Isles" 720 709 11 0 0
"1569" 2016-11-30 "NHS Ayrshire & Arran" 9387 8570 817 138 48
"1570" 2016-11-30 "NHS Borders" 2352 2240 112 6 3
"1571" 2016-11-30 "NHS Dumfries & Galloway" 3827 3609 218 3 0
"1572" 2016-11-30 "NHS Fife" 7065 6586 479 53 12
"1573" 2016-11-30 "NHS Forth Valley" 6238 5668 570 63 0
"1574" 2016-11-30 "NHS Grampian" 10562 10209 353 4 1
"1575" 2016-11-30 "NHS Greater Glasgow & Clyde" 34320 31415 2905 144 0
"1576" 2016-11-30 "NHS Highland" 7553 7332 221 8 1
"1577" 2016-11-30 "NHS Lanarkshire" 15851 14550 1301 135 26
"1578" 2016-11-30 "NHS Lothian" 22229 21013 1216 176 40
"1579" 2016-11-30 "NHS Orkney" 433 428 5 0 0
"1580" 2016-11-30 "NHS Shetland" 558 547 11 0 0
"1581" 2016-11-30 "NHS Tayside" 8200 8095 105 0 0
"1582" 2016-11-30 "NHS Western Isles" 652 645 7 0 0
"1583" 2016-12-31 "NHS Ayrshire & Arran" 9525 8909 616 82 6
"1584" 2016-12-31 "NHS Borders" 2437 2355 82 1 0
"1585" 2016-12-31 "NHS Dumfries & Galloway" 4013 3746 267 20 2
"1586" 2016-12-31 "NHS Fife" 7130 6679 451 31 1
"1587" 2016-12-31 "NHS Forth Valley" 6186 5826 360 12 2
"1588" 2016-12-31 "NHS Grampian" 11221 10545 676 36 0
"1589" 2016-12-31 "NHS Greater Glasgow & Clyde" 33597 29845 3752 221 4
"1590" 2016-12-31 "NHS Highland" 8134 7805 329 20 2
"1591" 2016-12-31 "NHS Lanarkshire" 16169 14901 1268 139 23
"1592" 2016-12-31 "NHS Lothian" 22080 20418 1662 326 104
"1593" 2016-12-31 "NHS Orkney" 452 441 11 0 0
"1594" 2016-12-31 "NHS Shetland" 646 631 15 0 0
"1595" 2016-12-31 "NHS Tayside" 8535 8361 174 3 0
"1596" 2016-12-31 "NHS Western Isles" 714 711 3 0 0
"1597" 2017-01-31 "NHS Ayrshire & Arran" 9372 8412 960 241 60
"1598" 2017-01-31 "NHS Borders" 2428 2202 226 14 2
"1599" 2017-01-31 "NHS Dumfries & Galloway" 4043 3683 360 26 4
"1600" 2017-01-31 "NHS Fife" 6883 6437 446 22 0
